pos_group,bracket,age,pct_overall,pct_pace,pct_shooting,pct_passing,pct_dribbling,pct_defending,pct_physic,sample_size
GK,70-79,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23
GK,70-79,30,0.9956002514142049,0.998546511627907,0.9984496124031007,0.9963455149501661,0.9657581816268547,0.9837527875119464,0.9963969865705863,43
GK,70-79,31,1.0,1.0,1.0,1.0,0.9675141242937854,0.9853286384976526,1.0,24
GK,70-79,32,1.0,0.9976190476190475,1.0,0.9985915492957746,0.9531111111111111,1.0,1.0,30
GK,70-79,33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24
GK,70-79,34,0.9976689976689976,0.9993939393939395,0.9965034965034966,0.9946871310507674,0.933815982404692,0.9850746268656717,1.0,22
GK,70-79,35,1.0,1.0,1.0,1.0,0.958904109589041,1.0,1.0,20
GK,80-89,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
GK,80-89,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7
GK,80-89,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
GK,80-89,31,1.0,1.0,1.0,1.0,0.9318181818181818,0.9833546734955185,1.0,11
GK,80-89,33,0.9930313588850174,0.9837662337662338,1.0,0.9980694980694981,0.8827838827838829,0.940766550522648,0.9929453262786596,7
ST,50-59,16,0.9888586553711932,0.9952031042166906,0.9876343554829662,0.9795067996434699,0.9850650882955913,0.9693552427217764,0.9816108995899492,64
ST,50-59,17,0.9872462491329786,0.9889215900789489,0.9888202315558785,0.9844252146527831,0.9848412413753117,0.9796230759366629,0.9800482349657821,524
ST,50-59,18,0.9884346696316366,0.9871268358008256,0.9904203522957019,0.9858054739838319,0.9855249630108288,0.9791328107426771,0.9828906001916405,941
ST,50-59,19,0.9904422797451864,0.9872740011035749,0.9919271482604921,0.9851268823485103,0.9882669641277103,0.9751181787321253,0.9836721194376482,1049
ST,50-59,20,0.9942002843522947,0.9916670152963953,0.9942559996905566,0.9902383176248143,0.9932071511559465,0.9812455950535076,0.9887586157980232,1058
ST,50-59,21,0.9940691920015795,0.9891625940593013,0.9945749221237569,0.9923673293089528,0.9930220598526974,0.9852699733806525,0.9925345403390223,769
ST,50-59,22,0.9954291083201952,0.9875595934675955,0.9958543250864472,0.9939710740793943,0.9923291236967409,0.9776456591758695,0.9911141758490216,606
ST,50-59,23,0.9939367880639159,0.9869324730633993,0.9942492132701433,0.9904708559610695,0.9940579253765842,0.9708610250124452,0.9887047312227011,366
ST,50-59,24,0.9942401928500894,0.9695620786744098,0.9907421717345924,0.9923458815131746,0.9904735712935124,0.975094747665522,0.9871474407284313,274
ST,50-59,25,0.9940191512973076,0.9757196282523892,0.9963529494679572,0.9851509024362848,0.9948529596032346,0.9688703525351574,0.9886144878418232,159
ST,50-59,26,0.9935327753951059,0.993333563021895,0.9959591083616474,0.9942997356193348,0.9972333339294867,0.9878584680399938,0.9936851586847663,128
ST,50-59,27,0.9896324994931136,0.9906378846645891,0.9957920912020336,0.9877567686591954,0.9825520677734723,0.9718455399061955,0.9634383517810732,99
ST,50-59,28,0.9839983637801907,0.9753717060605427,0.9858425701495435,0.9794691052363687,0.9872294448372608,0.9896715243937465,0.9784180662114935,72
ST,50-59,29,0.9986194270698298,0.9903147789840877,0.997142200513911,0.9976851851851852,0.9957448043654941,0.9920933047131896,0.9922081328518879,64
ST,50-59,30,0.9927088310981257,0.9812819825722853,0.9948026209837579,0.9974254477204594,0.9904526786655705,0.9845794301400275,0.9902975388469499,31
ST,50-59,31,0.9988700564971751,0.9748253478705313,0.997747595859821,0.9987160493827161,0.9982998671134264,0.9870931537598204,0.9910995008770679,30
ST,50-59,32,0.9987684729064039,0.9988479262672811,1.0,0.9984126984126984,1.0,1.0,1.0,14
ST,50-59,33,0.9981510015408321,0.99528672427337,0.9938235466307593,0.9988801791713326,0.9981532779316712,0.976890756302521,0.988903269101716,19
ST,50-59,34,0.9852634215579862,0.9691119691119692,0.9837552507341735,0.9893872277593208,0.9894179894179894,0.9529100529100528,0.9900406596920828,7
ST,60-69,16,0.9226644717055826,0.9505394218313942,0.9323232052575587,0.8662634387692101,0.9143835429206245,0.8962654224627908,0.9118672745181173,20
ST,60-69,17,0.9306023376142291,0.9402068482570335,0.9407409388413037,0.9009927529479552,0.9252003916929814,0.8827657901116726,0.9181296139126855,245
ST,60-69,18,0.9466587800300514,0.9511098434662719,0.9534042968119226,0.9202615815767551,0.9426892304465246,0.9032519159170608,0.9296486216418066,683
ST,60-69,19,0.9684533663692859,0.9661781140667858,0.9725348992837094,0.9519434203936531,0.9670737169155184,0.9368333846493815,0.955791725660294,1379
ST,60-69,20,0.975645697128351,0.9715526985779405,0.9776960372638135,0.9613712236199126,0.9734626395728961,0.9516363632149254,0.9649390011967852,1829
ST,60-69,21,0.9792693953234208,0.9757747763780621,0.9808904464484162,0.9671250796049715,0.9778048174992855,0.9525366250189794,0.9701714994343449,1938
ST,60-69,22,0.9796040983520482,0.975517134626643,0.9798662981770546,0.9716704563850525,0.9792837026181457,0.9583246395810111,0.9721097617781361,2027
ST,60-69,23,0.9815862204001163,0.976685559177392,0.9808020502110286,0.9744186836183873,0.9814917854896481,0.9560272233441166,0.9748403540287539,1878
ST,60-69,24,0.9832372837792664,0.9726591972061547,0.9830514765136564,0.9765138613073603,0.9832264352756338,0.9596930002253594,0.9786200965822667,1705
ST,60-69,25,0.9842346983957684,0.9743543403288559,0.98349885233399,0.9782287701266609,0.9823699022239822,0.957766814191163,0.9767232517840216,1642
ST,60-69,26,0.9826009760926526,0.9724276390594985,0.9817657468870025,0.9771180958414231,0.9795902643412373,0.9516763379847683,0.9764498973887439,1474
ST,60-69,27,0.9850617535093747,0.9675513145900628,0.9834488375908818,0.9822923170756327,0.9832371915865175,0.9555567979688339,0.9800912056822111,1370
ST,60-69,28,0.9813602761208621,0.9534262176872967,0.9814157782991488,0.980458066233525,0.9809464750348101,0.956342016017709,0.9775614769394246,1266
ST,60-69,29,0.9812202092078934,0.9534545283320347,0.9795858252408555,0.9845561377716853,0.9790784823392925,0.9584485001072085,0.9812929618999009,1011
ST,60-69,30,0.978889494430779,0.9427868532398925,0.9817445719781297,0.9833190482004539,0.9787956604492402,0.9588866204222538,0.9800279708203397,963
ST,60-69,31,0.9755292030340975,0.9183694970508919,0.9791088443336868,0.9821182449395058,0.9739144060196427,0.9652918066401661,0.9763556651265591,744
ST,60-69,32,0.9783615035529127,0.9192619865864559,0.9771482228832461,0.9846391536913905,0.9731217147392675,0.9645652733919401,0.9778955538376128,552
ST,60-69,33,0.9789609832590205,0.9288279057312073,0.9793593771632282,0.9822971346720155,0.9780893465186283,0.9577686857229204,0.9797467161826595,416
ST,60-69,34,0.9796299312522769,0.9301401009611971,0.9792854740765766,0.9818201323644753,0.9680210593261177,0.9646447253032221,0.98171123221104,240
ST,60-69,35,0.976491717502261,0.9042795955051391,0.9752133504090152,0.9850324377841277,0.9695883313299041,0.9645533766120309,0.9642831898740867,155
ST,70-79,17,0.8426523790749673,0.9030292039735285,0.8487360088185735,0.7952857920444039,0.8598851242674183,0.8078624689381793,0.8042837844021564,70
ST,70-79,18,0.8599946726424382,0.9103925324386787,0.8599767992282782,0.8050740110155796,0.868295478547382,0.8043687552164356,0.8433667436450941,184
ST,70-79,19,0.8986117921818959,0.9296021586529916,0.8962429168288696,0.8556546787746899,0.9058593883603577,0.8326657953994498,0.88438562306542,312
ST,70-79,20,0.9295206261100435,0.9497136783404923,0.9280357987688961,0.8945767708850586,0.9346132979252016,0.8741032099005424,0.9127389628105551,494
ST,70-79,21,0.9502582334866683,0.9598827454737205,0.9476773097229536,0.9257295071544491,0.9552220461976075,0.9037062963016892,0.9375994057479393,692
ST,70-79,22,0.9650893837930492,0.9672940034808665,0.9630277593724761,0.9484222938534672,0.9678350564820204,0.9159387454130371,0.9591332204296369,958
ST,70-79,23,0.9650894831353485,0.9665790946120045,0.9633970147390798,0.9486993205462173,0.9677094026039161,0.9188684727761596,0.954287806683687,975
